draw,existing_family_rooms,under18_candidate,candidate_minus_existing
57,0.45508055333630626,0.4113488813201247,-0.043731672016181555
58,0.35010396957475276,0.3336151260191462,-0.016488843555606536
59,0.40627996604397953,0.3897361930891039,-0.016543772954875635
60,0.29755370579862017,0.28482957876108816,-0.012724127037532007
61,0.4453862529050028,0.4468360792731536,0.0014498263681508305
62,0.27826973891261453,0.2667839049981158,-0.011485833914498755
63,0.38146625111731947,0.37597292846364105,-0.005493322653678412
64,0.3291870055956263,0.32187816514694134,-0.007308840448684961
65,0.4215255899224255,0.4079326591496386,-0.013592930772786893
66,0.31702356755430827,0.30364823095898164,-0.013375336595326637
67,0.3422325166863951,0.3252110449050365,-0.0170214717813586
68,0.4585283188486633,0.43956748977543914,-0.01896082907322416
69,0.31360405804955693,0.3054618779961018,-0.008142180053455128
70,0.3107595689512763,0.3117980339360624,0.0010384649847861027
71,0.3766832447783708,0.3550392290200959,-0.021644015758274904
72,0.2648555510145858,0.2569019831091257,-0.00795356790546009
73,0.41065196305974627,0.4113555557182904,0.0007035926585441388
74,0.3232884556634401,0.3220665392100246,-0.001221916453415517
75,0.2948969163766577,0.2756328737082727,-0.019264042668384995
76,0.430194746326678,0.41937613882489266,-0.010818607501785316
77,0.40867257607348506,0.41033368996728825,0.00166111389380319
78,0.27249881377504703,0.2599287889765156,-0.01257002479853142
79,0.40149578209512526,0.38052530876831536,-0.020970473326809902
80,0.3384909485830496,0.3277086981683377,-0.010782250414711925
81,0.291526405864472,0.2884065486012677,-0.0031198572632042954
82,0.28932423735206836,0.2982270625864123,0.008902825234343936
83,0.3143767744562789,0.30864221886472354,-0.005734555591555335
84,0.3027308094357881,0.28889275053953334,-0.013838058896254779
85,0.44041219180006586,0.43237143509194986,-0.008040756708115993
86,0.2760323540871381,0.2720235550385679,-0.004008799048570211
87,0.38025799223503665,0.3483408136469679,-0.03191717858806875
